_id,perfis,grauSatisfacao,observacao,tipoResposta,moduloPrincipal,versao
ObjectId(5fad328056efaa001be1f1d8),"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,não consigo realizar o levantamento dos relatórios,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5fad331056efaa001be1f1d9),"[""COORDENADOR DA UBS"",""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/registroTardio,4.1.00
ObjectId(5fad335956efaa001be1f1da),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"O sistema deveria atualizar os dados e gerar os relatórios com eficiência. Na aba de digitação das visitas domiciliares poderia disponibilizar  para preenchemos primeiramente o responsável pelo domicilio e após ou logo abaixo, todos os membros restantes (como é feito na aba de atividade coletiva), isso otimizaria o trabalho. Outra sugestão é a inclusão na área de acompanhamento, de respiratórios assintomáticos e sintomáticos devido ao acompanhamento do Covid 19, bem como se a pessoa está obesa",ENVIADO,/relatorios/consolidados/cadastro-domiciliar,4.1.00
ObjectId(5fad353c56efaa001be1f1db),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM DOURADOS"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad371156efaa001be1f1dc),"[""COORDENADOR DA UBS"",""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad38fc56efaa001be1f1dd),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/visita-domiciliar,4.1.00
ObjectId(5fad3aba56efaa001be1f1de),"[""ENFERMEIRO"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5fad3c8956efaa001be1f1df),"[""ESCUTA INICIAL"",""MÉDICO"",""RECEPÇÃO"",""COORDENADOR AD""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad3ddc56efaa001be1f1e0),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,,ENVIADO,/cds/visita-domiciliar,4.1.00
ObjectId(5fad3ef056efaa001be1f1e1),"[""AGENDA"",""RECEPÇÃO"",""DIGITADOR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/atendimento-individual,4.1.00
ObjectId(5fad3f9356efaa001be1f1e2),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/cidadao,4.1.00
ObjectId(5fad407056efaa001be1f1e3),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",MUITO_INSATISFEITO,praticidade,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5fad420056efaa001be1f1e4),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"as pessoas somem, as visitas desaparecem e nao gera relatorios",ENVIADO,/cidadao,4.1.00
ObjectId(5fad467756efaa001be1f1e5),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/cds/cadastro-individual,4.1.00
ObjectId(5fad468256efaa001be1f1e6),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5fad4a8056efaa001be1f1e7),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM DOURADOS"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad4aa056efaa001be1f1e8),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"gostaria que o sistema e-SUS AB PEC, traga transparencia e consistencia nas informações. memos burocracias",ENVIADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fad4c9656efaa001be1f1e9),"[""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/agenda,4.1.00
ObjectId(5fad517256efaa001be1f1ea),"[""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5fad558156efaa001be1f1eb),"[""RECEPÇÃO"",""ASB - AUXILIAR DE SAÚDE BUCAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad5c3256efaa001be1f1ec),"[""RECEPÇÃO"",""RECEPCAO PERFIL SMS""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad5fc256efaa001be1f1ed),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE - BARRETO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL"",""ACS  - BARRETO - AGENDA""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5fad61c056efaa001be1f1ee),"[""DIGITADOR"",""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad666e56efaa001be1f1ef),"[""GERENTE DE UNIDADE DE SAÚDE""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad677e56efaa001be1f1f0),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/atividade-coletiva,4.1.00
ObjectId(5fad677e56efaa001be1f1f1),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/atividade-coletiva,4.1.00
ObjectId(5fad6cdb56efaa001be1f1f2),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/procedimentos,4.1.00
ObjectId(5fad6e9356efaa001be1f1f3),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/cds/visita-domiciliar,4.1.00
ObjectId(5fad6f5456efaa001be1f1f4),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fad700156efaa001be1f1f5),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fad74a456efaa001be1f1f6),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM DOURADOS"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5fad767b56efaa001be1f1f7),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fad782056efaa001be1f1f8),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad788d56efaa001be1f1f9),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,,ENVIADO,/cds/visita-domiciliar,4.1.00
ObjectId(5fad790656efaa001be1f1fa),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad797456efaa001be1f1fb),"[""ACE - AGENTE DE COMBATE ÀS ENDEMIAS"",""ESCUTA INICIAL""]",,,FECHADO,/cds/visita-domiciliar,4.1.00
ObjectId(5fad79f156efaa001be1f1fc),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5fad7a6e56efaa001be1f1fd),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5fad7f8a56efaa001be1f1fe),"[""RECEPÇÃO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5fad82eb56efaa001be1f1ff),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fad836056efaa001be1f200),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"com falta de relatório para acompanhamento, a até mesmo a forma de localizar os cadastros",ENVIADO,/relatorios/operacionais/cadastro-territorial,4.1.00
ObjectId(5fad872256efaa001be1f201),"[""OUTRO PROF. NÍVEL SUPERIOR""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fad8ba356efaa001be1f202),"[""RELATÓRIOS - SMS""]",,,FECHADO,/relatorios/operacionais/gestante-puerpera,4.1.00
ObjectId(5fad8baa56efaa001be1f203),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/procedimentos,4.1.00
ObjectId(5fad8baa56efaa001be1f204),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/procedimentos,4.1.00
ObjectId(5fad8baa56efaa001be1f205),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/procedimentos,4.1.00
ObjectId(5fad8ec056efaa001be1f206),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/cadastro-individual,4.1.00
ObjectId(5fad924156efaa001be1f207),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM DOURADOS"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/registroTardio,4.1.00
ObjectId(5fad95a556efaa001be1f208),"[""RECEPÇÃO"",""COORDENADOR AD""]",SATISFEITO,,ENVIADO,/agenda,4.1.00
ObjectId(5fad98a856efaa001be1f209),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",,,FECHADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fad9d6a56efaa001be1f20a),"[""RECEPÇÃO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fada2f956efaa001be1f20b),"[""RECEPÇÃO""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5fadb58d56efaa001be1f20c),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/visita-domiciliar,4.1.00
ObjectId(5fadc0a056efaa001be1f20d),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fade45456efaa001be1f20e),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,muita inconsistência,ENVIADO,/cds/procedimentos,4.1.00
ObjectId(5fae599756efaa001be1f20f),"[""RECEPÇÃO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fae5a3956efaa001be1f210),"[""RECEPÇÃO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL"",""DIGITADOR"",""AGENDA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fae5b6456efaa001be1f211),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",,,FECHADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fae5ffa56efaa001be1f212),"[""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fae638056efaa001be1f213),"[""AGENDA"",""DIGITADOR""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fae666e56efaa001be1f214),"[""RECEPÇÃO""]",,,FECHADO,/agenda,4.1.00
ObjectId(5fae67e056efaa001be1f215),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,"fidelidade dos dados inseridos, precisa unificação de cadastro repetidos ,e simplificar a a alimentação do sistema",ENVIADO,/cds/cadastro-individual,4.1.00
ObjectId(5fae6b6656efaa001be1f216),"[""ASB - AUXILIAR DE SAÚDE BUCAL"",""ESCUTA INICIAL""]",SATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5fae6ca156efaa001be1f217),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,,ENVIADO,/cidadao,4.1.00
ObjectId(5fae6cf556efaa001be1f218),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,"OS RELATORIOS QUE NAO SAO GERADOS,LANCAMOS OS CADATROS ELES SOMEM DO SISTEMA ,EXCLUIMOS PESSOAS DEPOIS DE UM TEMPO ELAS VOLTAM.",ENVIADO,/cidadao,4.1.00
ObjectId(5fae6d1d56efaa001be1f219),"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,Versão com muitas inconsistências,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5fae6f9856efaa001be1f21a),"[""UNIFICAÇAO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fae70ea56efaa001be1f21b),"[""MÉDICO"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fae70f756efaa001be1f21c),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"Programa muito falho, dados lançados somem, trava muito, relatórios não aparecem e quando aparecem é apenas desatualizado. A versão antiga era mais simples porém também havia muitas falhas.",ENVIADO,/cds/visita-domiciliar,4.1.00
ObjectId(5fae72aa56efaa001be1f21d),"[""COORDENADOR DA UBS"",""DIGITADOR"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",,,NAO_RESPONDIDO,/cds/procedimentos,4.1.00
ObjectId(5fae750656efaa001be1f21e),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,Falta de relatório sem visualização do que foi lançado e inconcistências. Cadastros de indivíduos que somem ... onde estão?Pois só fica o domiciliar....difícil,ENVIADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fae761256efaa001be1f21f),"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",SATISFEITO,"Ainda acho que falta aparecer automático no momento de reagendar o paciente o nome do profissional que está em atendimento. O restante gostei bastante. Ficou mais claro, moderno e dinâmico",ENVIADO,/agenda,4.1.00
ObjectId(5fae767e56efaa001be1f220),"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5fae769e56efaa001be1f221),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",SATISFEITO,,ENVIADO,/cds/cadastro-individual,4.1.00
ObjectId(5fae7bdc56efaa001be1f222),"[""GERENTE DE UNIDADE DE SAÚDE""]",,,FECHADO,/perfil,4.1.00
ObjectId(5fae7be456efaa001be1f223),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""CADASTRO CIDADÃO""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5fae7d0256efaa001be1f224),"[""AGENDA"",""DIGITADOR"",""ESCUTA INICIAL"",""MÉDICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fae7d7e56efaa001be1f225),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,,ENVIADO,/relatorios/consolidados/cadastro-individual,4.1.00
ObjectId(5fae7fc156efaa001be1f226),"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",,,FECHADO,/cds/atendimento-odontologico,4.1.00
ObjectId(5fae805656efaa001be1f227),"[""COORDENADOR DA UBS""]",,,NAO_RESPONDIDO,/agenda,4.1.00
ObjectId(5fae835e56efaa001be1f228),"[""RECEPÇÃO""]",,,FECHADO,/agenda,4.1.00
ObjectId(5fae848156efaa001be1f229),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/atividade-coletiva,4.1.00
ObjectId(5fae84e556efaa001be1f22a),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,não conseguir visualizar os relatórios,ENVIADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fae850056efaa001be1f22b),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"Sistema não funciona todos os dias, trava. Estou muito insatisfeita.",ENVIADO,/cidadao,4.1.00
ObjectId(5fae85ac56efaa001be1f22c),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5fae860b56efaa001be1f22d),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,,ENVIADO,/registroTardio,4.1.00
ObjectId(5fae86cd56efaa001be1f22e),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,,ENVIADO,/relatorios/consolidados/cadastro-individual,4.1.00
ObjectId(5fae8f1156efaa001be1f22f),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5fae8f8456efaa001be1f230),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,"os relatorios que conseguimos tirar, e achar pacientes na base",ENVIADO,/relatorios/producao/visita-domiciliar,4.1.00
ObjectId(5fae8f9756efaa001be1f231),"[""ESCUTA INICIAL"",""ENFERMEIRO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fae8fc756efaa001be1f232),"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO"",""DIGITADOR"",""AGENDA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fae920056efaa001be1f233),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INDIFERENTE,,ENVIADO,/relatorios/producao/visita-domiciliar,4.1.00
ObjectId(5fae93c156efaa001be1f234),"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5fae95ea56efaa001be1f235),"[""AGENDA"",""RECEPÇÃO"",""DIGITADOR"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INDIFERENTE,agilidade dos dados,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5fae975256efaa001be1f236),"[""OUTRO PROF. NÍVEL SUPERIOR AD""]",,,FECHADO,/cds/atendimento-domiciliar,4.1.00
ObjectId(5fae97f756efaa001be1f237),"[""MEDICO UPA""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fae9d0256efaa001be1f238),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"não gera relatorios, dados e pacientes desaparecem.",ENVIADO,/relatorios/consolidados/cadastro-individual,4.1.00
ObjectId(5faeab8756efaa001be1f239),"[""OUTRO PROF. NÍVEL SUPERIOR AD""]",,,FECHADO,/cds/avaliacao-elegibilidade-admissao,4.1.00
ObjectId(5faeabed56efaa001be1f23a),"[""TÉCNICO DE ENFERMAGEM AD MARÍLIA"",""ESCUTA INICIAL""]",,,FECHADO,/cds/atendimento-domiciliar,4.1.00
ObjectId(5faeaf8056efaa001be1f23b),"[""RECEPÇÃO""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5faeb73356efaa001be1f23c),"[""DIGITADOR"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",MUITO_INSATISFEITO,"Porque precisa de codigos especificos da área de enfermagem, mais clros e precisos, principalmente para tecnicos de enfermagem",ENVIADO,/lista-atendimento,4.1.00
ObjectId(5faebb1656efaa001be1f23d),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5faebb6056efaa001be1f23e),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/visita-domiciliar,4.1.00
ObjectId(5faebd6956efaa001be1f23f),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,,ENVIADO,/cidadao,4.1.00
ObjectId(5faec11456efaa001be1f240),"[""ASB - MARILIA"",""AGENDA"",""ASB - AUXILIAR DE SAÚDE BUCAL"",""DIGITADOR"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5faecf7256efaa001be1f241),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/cds/procedimentos,4.1.00
ObjectId(5faed5ff56efaa001be1f242),"[""VISUALIZAÇÃO AGENDA""]",SATISFEITO,,ENVIADO,/cidadao,4.1.00
ObjectId(5faed70f56efaa001be1f243),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5faed81856efaa001be1f244),"[""ESCUTA INICIAL"",""ASB - AUXILIAR DE SAÚDE BUCAL""]",,,FECHADO,/agenda,4.1.00
ObjectId(5faed9ae56efaa001be1f245),"[""OUTRO PROF. NÍVEL SUPERIOR"",""ESCUTA INICIAL""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5faee19456efaa001be1f246),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5faeedf356efaa001be1f247),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",,,FECHADO,/cds/visita-domiciliar,4.1.00
ObjectId(5faef23156efaa001be1f248),"[""ENFERMEIRO AD""]",INDIFERENTE,"necessário muitos cliques, as inclusões são demoradas, o sistema é pouco intuitivo.",ENVIADO,/cds/atendimento-domiciliar,4.1.00
ObjectId(5faef26a56efaa001be1f249),"[""OUTRO PROF. NÍVEL SUPERIOR AD""]",,,NAO_RESPONDIDO,/cds/atendimento-domiciliar,4.1.00
ObjectId(5faef43256efaa001be1f24a),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM DOURADOS"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5faf20e856efaa001be1f24b),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM DOURADOS"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INSATISFEITO,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5faf233a56efaa001be1f24c),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM DOURADOS"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INDIFERENTE,,ENVIADO,/acompanhamento-condicoes-saude,4.1.00
ObjectId(5faf2a9356efaa001be1f24d),"[""ENFERMEIRO"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5faf4dd156efaa001be1f24e),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5fafaaf356efaa001be1f24f),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fafb13656efaa001be1f250),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fafbd8156efaa001be1f251),"[""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,agilidade do sistema,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5fb03afd56efaa001be1f252),"[""ENFERMEIRO"",""ESCUTA INICIAL""]",,,FECHADO,/cidadao,4.1.00
ObjectId(5fb042f256efaa001be1f253),"[""DIGITADOR - PROCEDIMENTOS""]",,,FECHADO,/cds/procedimentos,4.1.00
ObjectId(5fb061af56efaa001be1f254),"[""ESCUTA INICIAL"",""MÉDICO""]",INDIFERENTE,,ENVIADO,/lista-atendimento,4.1.00
ObjectId(5fb0634756efaa001be1f255),"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5fb071ff56efaa001be1f256),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,NAO_RESPONDIDO,/cds/cadastro-individual,4.1.00
ObjectId(5fb0770c56efaa001be1f257),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fb08bfb56efaa001be1f258),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fb0b70456efaa001be1f259),"[""ADMINISTRADOR MUNICIPAL""]",,,FECHADO,/profissional,4.1.00
ObjectId(5fb0feba56efaa001be1f25a),"[""MÉDICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fb146d456efaa001be1f25b),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,,ENVIADO,/cds/cadastro-domiciliar,4.1.00
ObjectId(5fb1a9a056efaa001be1f25c),"[""MÉDICO""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fb1f38156efaa001be1f25d),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE""]",,,FECHADO,/relatorios/consolidados/cadastro-domiciliar,4.1.00
ObjectId(5fb259d356efaa001be1f25e),"[""RECEPÇÃO"",""RECEPCAO PERFIL SMS""]",,,NAO_RESPONDIDO,/lista-atendimento,4.1.00
ObjectId(5fb25a3e56efaa001be1f25f),"[""RECEPÇÃO"",""DIGITADOR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/lista-atendimento,4.1.00
ObjectId(5fb25d6756efaa001be1f260),"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",,,FECHADO,/cds/cadastro-domiciliar,4.1.00
